month,borough,day_type,trip_type,route_id,period,total_mileage,total_operating_time,average_speed
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q83,Off-Peak,6673.49,643,10.3698
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q83,Peak,2569.947,263,9.7532015
2021-01-01T00:00:00.000,Queens,1,LCL/LTD,Q84,Off-Peak,11467.64,980,11.69091
2021-01-01T00:00:00.000,Queens,1,LCL/LTD,Q84,Peak,5217.723,501,10.401439
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q84,Off-Peak,4906.047,388,12.630507
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q84,Peak,2017.895,168,12.001616
2021-01-01T00:00:00.000,Queens,1,LCL/LTD,Q85,Off-Peak,28958.217,2791,10.373633
2021-01-01T00:00:00.000,Queens,1,LCL/LTD,Q85,Peak,13453.272,1420,9.473554
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q85,Off-Peak,12336.921,1148,10.7414875
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q85,Peak,4421.916,438,10.088035
2021-01-01T00:00:00.000,Queens,1,LCL/LTD,Q88,Off-Peak,23425.926,1866,12.552654
2021-01-01T00:00:00.000,Queens,1,LCL/LTD,Q88,Peak,11552.828,1026,11.257046
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q88,Off-Peak,10292.522,803,12.81176
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q88,Peak,4189.416,338,12.387616
2021-01-01T00:00:00.000,Queens,1,LCL/LTD,Q9,Off-Peak,6223.584,800,7.770975
2021-01-01T00:00:00.000,Queens,1,LCL/LTD,Q9,Peak,3237.63,464,6.9699273
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q9,Off-Peak,2769.751,329,8.413568
2021-01-01T00:00:00.000,Queens,2,LCL/LTD,Q9,Peak,1201.608,150,7.984858
2021-01-01T00:00:00.000,Queens,1,EXP,QM1,Off-Peak,644.072,38,16.729626
2021-01-01T00:00:00.000,Queens,1,EXP,QM1,Peak,2060.064,145,14.187144
2021-01-01T00:00:00.000,Queens,2,EXP,QM1,Off-Peak,28.384,1,19.463306
2021-01-01T00:00:00.000,Queens,2,EXP,QM1,Peak,70.184006,4,15.933806
2021-01-01T00:00:00.000,Queens,1,EXP,QM10,Off-Peak,416.89398,30,13.762032
2021-01-01T00:00:00.000,Queens,1,EXP,QM10,Peak,1018.56396,92,11.0557575
2021-01-01T00:00:00.000,Queens,2,EXP,QM10,Peak,22.592,2,8.923767
2021-01-01T00:00:00.000,Queens,1,EXP,QM11,Off-Peak,1012.27,50,19.873978
2021-01-01T00:00:00.000,Queens,1,EXP,QM11,Peak,3018.555,172,17.538578
2021-01-01T00:00:00.000,Queens,2,EXP,QM11,Off-Peak,32.49,1,18.275623
2021-01-01T00:00:00.000,Queens,2,EXP,QM11,Peak,32.49,1,19.397017
2021-01-01T00:00:00.000,Queens,1,EXP,QM12,Off-Peak,577.964,41,13.87493
2021-01-01T00:00:00.000,Queens,1,EXP,QM12,Peak,423.884,36,11.666889
2021-01-01T00:00:00.000,Queens,2,EXP,QM12,Peak,25.68,1,12.863225
2021-01-01T00:00:00.000,Queens,1,EXP,QM15,Off-Peak,6499.1343,464,13.995352
2021-01-01T00:00:00.000,Queens,1,EXP,QM15,Peak,5792.726,463,12.495214
2021-01-01T00:00:00.000,Queens,2,EXP,QM15,Off-Peak,1223.998,86,14.087474
2021-01-01T00:00:00.000,Queens,2,EXP,QM15,Peak,628.304,48,12.9513855
2021-01-01T00:00:00.000,Queens,1,EXP,QM16,Off-Peak,1731.809,86,20.098494
2021-01-01T00:00:00.000,Queens,1,EXP,QM16,Peak,1618.901,89,18.15505
2021-01-01T00:00:00.000,Queens,2,EXP,QM16,Peak,91.28999,5,16.964022
2021-01-01T00:00:00.000,Queens,1,EXP,QM17,Off-Peak,1471.911,85,17.22591
2021-01-01T00:00:00.000,Queens,1,EXP,QM17,Peak,2737.27,179,15.270045
2021-01-01T00:00:00.000,Queens,2,EXP,QM17,Off-Peak,47.416,2,19.121498
2021-01-01T00:00:00.000,Queens,2,EXP,QM17,Peak,23.708,1,19.624918
2021-01-01T00:00:00.000,Queens,1,EXP,QM18,Off-Peak,247.408,19,12.979725
2021-01-01T00:00:00.000,Queens,1,EXP,QM18,Peak,1659.24,146,11.349003
2021-01-01T00:00:00.000,Queens,2,EXP,QM18,Peak,61.438,5,11.699379
2021-01-01T00:00:00.000,Queens,1,EXP,QM2,Off-Peak,7211.9434,523,13.782729
2021-01-01T00:00:00.000,Queens,1,EXP,QM2,Peak,4150.241,327,12.655736
2021-01-01T00:00:00.000,Queens,2,EXP,QM2,Off-Peak,1834.015,125,14.595478
2021-01-01T00:00:00.000,Queens,2,EXP,QM2,Peak,512.863,38,13.308922
2021-01-01T00:00:00.000,Queens,1,EXP,QM20,Off-Peak,4372.983,298,14.667576
2021-01-01T00:00:00.000,Queens,1,EXP,QM20,Peak,3359.313,247,13.588232
2021-01-01T00:00:00.000,Queens,2,EXP,QM20,Off-Peak,136.392,8,16.25004
2021-01-01T00:00:00.000,Queens,2,EXP,QM20,Peak,76.784996,5,14.843256
2021-01-01T00:00:00.000,Queens,1,EXP,QM21,Off-Peak,1593.796,99,16.051346
2021-01-01T00:00:00.000,Queens,1,EXP,QM21,Peak,2724.1929,201,13.501272
2021-01-01T00:00:00.000,Queens,2,EXP,QM21,Off-Peak,54.155,3,17.788136
2021-01-01T00:00:00.000,Queens,2,EXP,QM21,Peak,53.900997,3,13.768793
2021-01-01T00:00:00.000,Queens,1,EXP,QM24,Off-Peak,1076.8619,85,12.641533
2021-01-01T00:00:00.000,Queens,1,EXP,QM24,Peak,2743.572,246,11.135141
2021-01-01T00:00:00.000,Queens,2,EXP,QM24,Off-Peak,25.640999,1,13.857917
2021-01-01T00:00:00.000,Queens,2,EXP,QM24,Peak,51.287,4,11.999297
2021-01-01T00:00:00.000,Queens,1,EXP,QM25,Off-Peak,1399.534,81,17.090414
2021-01-01T00:00:00.000,Queens,1,EXP,QM25,Peak,2933.6282,191,15.2921
2021-01-01T00:00:00.000,Queens,2,EXP,QM25,Peak,49.11,2,20.46013
2021-01-01T00:00:00.000,Queens,1,EXP,QM3,Off-Peak,207.911,12,16.682182
2021-01-01T00:00:00.000,Queens,1,EXP,QM3,Peak,1037.8519,70,14.720841
2021-01-01T00:00:00.000,Queens,2,EXP,QM3,Peak,15.465,0,16.193718
2021-01-01T00:00:00.000,Queens,1,EXP,QM31,Peak,1819.943,119,15.231242
2021-01-01T00:00:00.000,Queens,2,EXP,QM31,Off-Peak,12.771,0,16.627695
2021-01-01T00:00:00.000,Queens,2,EXP,QM31,Peak,13.505,0,19.269926
2021-01-01T00:00:00.000,Queens,1,EXP,QM32,Off-Peak,811.34595,41,19.654037
2021-01-01T00:00:00.000,Queens,1,EXP,QM32,Peak,3205.453,185,17.261925
2021-01-01T00:00:00.000,Queens,2,EXP,QM32,Off-Peak,48.799,3,13.376713
2021-01-01T00:00:00.000,Queens,2,EXP,QM32,Peak,78.421,4,15.720004
2021-01-01T00:00:00.000,Queens,1,EXP,QM34,Off-Peak,1001.523,71,13.996711
2021-01-01T00:00:00.000,Queens,1,EXP,QM34,Peak,2674.2961,219,12.167443
2021-01-01T00:00:00.000,Queens,2,EXP,QM34,Off-Peak,22.686,1,16.975597
2021-01-01T00:00:00.000,Queens,2,EXP,QM34,Peak,45.690002,3,14.141864
2021-01-01T00:00:00.000,Queens,1,EXP,QM35,Off-Peak,1353.402,74,18.090588
2021-01-01T00:00:00.000,Queens,1,EXP,QM35,Peak,3217.2,182,17.665977
2021-01-01T00:00:00.000,Queens,2,EXP,QM35,Off-Peak,20.026,0,20.639444
2021-01-01T00:00:00.000,Queens,2,EXP,QM35,Peak,56.33,3,18.148201
2021-01-01T00:00:00.000,Queens,1,EXP,QM36,Off-Peak,403.15002,20,19.459131
2021-01-01T00:00:00.000,Queens,1,EXP,QM36,Peak,787.491,44,17.642466
2021-01-01T00:00:00.000,Queens,2,EXP,QM36,Off-Peak,18.325,0,20.88981
2021-01-01T00:00:00.000,Queens,2,EXP,QM36,Peak,35.682,2,11.976055
2021-01-01T00:00:00.000,Queens,1,EXP,QM4,Off-Peak,3602.637,359,10.0218315
2021-01-01T00:00:00.000,Queens,1,EXP,QM4,Peak,2040.124,199,10.218986
2021-01-01T00:00:00.000,Queens,2,EXP,QM4,Off-Peak,1557.511,139,11.169268
2021-01-01T00:00:00.000,Queens,2,EXP,QM4,Peak,632.456,54,11.5472555
2021-01-01T00:00:00.000,Queens,1,EXP,QM40,Off-Peak,208.449,11,17.465763
2021-01-01T00:00:00.000,Queens,1,EXP,QM40,Peak,766.023,59,12.973302
2021-01-01T00:00:00.000,Queens,2,EXP,QM40,Peak,9.396,0,18.078896
2021-01-01T00:00:00.000,Queens,1,EXP,QM42,Peak,1093.251,77,14.130928
2021-01-01T00:00:00.000,Queens,2,EXP,QM42,Off-Peak,11.366,0,14.819857
2021-01-01T00:00:00.000,Queens,2,EXP,QM42,Peak,22.732,1,15.572828
2021-01-01T00:00:00.000,Queens,1,EXP,QM44,Off-Peak,230.62,13,17.725609
2021-01-01T00:00:00.000,Queens,1,EXP,QM44,Peak,1239.0709,94,13.144666
2021-01-01T00:00:00.000,Queens,2,EXP,QM44,Off-Peak,23.062,1,19.173944
2021-01-01T00:00:00.000,Queens,2,EXP,QM44,Peak,33.983,2,14.48139
2021-01-01T00:00:00.000,Queens,1,EXP,QM5,Off-Peak,7557.1978,520,14.525368
2021-01-01T00:00:00.000,Queens,1,EXP,QM5,Peak,4088.076,293,13.949767
2021-01-01T00:00:00.000,Queens,2,EXP,QM5,Off-Peak,2491.415,149,16.7186
2021-01-01T00:00:00.000,Queens,2,EXP,QM5,Peak,795.018,57,13.784183
2021-01-01T00:00:00.000,Queens,1,EXP,QM6,Off-Peak,4615.372,346,13.32582
2021-01-01T00:00:00.000,Queens,1,EXP,QM6,Peak,3576.605,267,13.3661
2021-01-01T00:00:00.000,Queens,2,EXP,QM6,Off-Peak,1929.021,126,15.264596
2021-01-01T00:00:00.000,Queens,2,EXP,QM6,Peak,926.877,64,14.481133
2021-01-01T00:00:00.000,Queens,1,EXP,QM7,Off-Peak,3207.534,158,20.267782
2021-01-01T00:00:00.000,Queens,1,EXP,QM7,Peak,5415.708,281,19.257942
2021-01-01T00:00:00.000,Queens,2,EXP,QM7,Off-Peak,55.283997,2,23.530674
2021-01-01T00:00:00.000,Queens,2,EXP,QM7,Peak,91.432,4,20.787874
2021-01-01T00:00:00.000,Queens,1,EXP,QM8,Off-Peak,2133.894,113,18.749939
2021-01-01T00:00:00.000,Queens,1,EXP,QM8,Peak,2580.948,144,17.868858
2021-01-01T00:00:00.000,Queens,2,EXP,QM8,Off-Peak,24.266,1,23.796682
2021-01-01T00:00:00.000,Queens,2,EXP,QM8,Peak,48.532,2,17.837185
2021-01-01T00:00:00.000,Queens,1,EXP,X63,Off-Peak,2696.3372,175,15.379104
2021-01-01T00:00:00.000,Queens,1,EXP,X63,Peak,4232.838,330,12.825238
2021-01-01T00:00:00.000,Queens,2,EXP,X63,Off-Peak,87.976,5,16.474049
2021-01-01T00:00:00.000,Queens,2,EXP,X63,Peak,62.156998,4,15.000684
2021-01-01T00:00:00.000,Queens,1,EXP,X64,Off-Peak,1016.39996,62,16.28172
2021-01-01T00:00:00.000,Queens,1,EXP,X64,Peak,2687.034,211,12.716894
2021-01-01T00:00:00.000,Queens,2,EXP,X64,Peak,72.936,5,13.834015
2021-01-01T00:00:00.000,Queens,1,EXP,X68,Off-Peak,1850.9921,112,16.505346
2021-01-01T00:00:00.000,Queens,1,EXP,X68,Peak,4078.019,306,13.290857
2021-01-01T00:00:00.000,Queens,2,EXP,X68,Off-Peak,54.933,3,15.181852
2021-01-01T00:00:00.000,Queens,2,EXP,X68,Peak,147.368,10,14.306416
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q1,Off-Peak,9143.072,949,9.628546
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q1,Peak,3901.54,449,8.679738
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q1,Off-Peak,3687.491,351,10.499341
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q1,Peak,1338.589,128,10.456479
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q10,Off-Peak,30769.965,2849,10.798231
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q10,Peak,11714.003,1225,9.557035
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q10,Off-Peak,12888.766,1123,11.476903
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q10,Peak,4483.774,406,11.040024
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q100,Off-Peak,10584.183,892,11.8539295
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q100,Peak,4300.443,381,11.28434
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q100,Off-Peak,5429.722,430,12.601317
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q100,Peak,1896.687,153,12.360159
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q101,Off-Peak,7904.487,851,9.286423
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q101,Peak,3709.9622,449,8.248464
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q101,Off-Peak,3206.214,316,10.118354
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q101,Peak,1017.434,108,9.416785
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q102,Off-Peak,8380.452,961,8.7185
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q102,Peak,2867.797,366,7.8180604
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q102,Off-Peak,3664.2131,383,9.558616
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q102,Peak,978.038,108,9.033255
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q103,Off-Peak,2832.585,321,8.810841
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q103,Peak,2003.0331,234,8.530038
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q103,Off-Peak,958.287,97,9.855089
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q103,Peak,508.297,53,9.44951
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q104,Off-Peak,2594.468,384,6.744021
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q104,Peak,1355.771,202,6.6873226
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q104,Off-Peak,924.413,140,6.5879836
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q104,Peak,352.159,53,6.621293
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q11,Off-Peak,8299.966,733,11.322245
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q11,Peak,5224.338,522,9.99641
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q11,Off-Peak,3118.482,255,12.222724
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q11,Peak,1068.68,90,11.824189
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q110,Off-Peak,11249.786,1261,8.9199915
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q110,Peak,6190.708,736,8.406177
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q110,Off-Peak,4270.013,468,9.113785
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q110,Peak,1343.0651,157,8.546223
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q111,Off-Peak,19425.084,2283,8.507135
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q111,Peak,8585.31,1137,7.5485077
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q111,Off-Peak,8257.809,866,9.52847
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q111,Peak,3019.153,330,9.143437
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q112,Off-Peak,6037.9517,898,6.7194705
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q112,Peak,3909.378,593,6.587396
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q112,Off-Peak,2174.143,328,6.6131115
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q112,Peak,895.034,134,6.658213
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q113,Off-Peak,8929.425,872,10.234546
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q113,Peak,5091.4053,538,9.455538
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q113,Off-Peak,3196.768,283,11.287934
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q113,Peak,1419.6481,122,11.557122
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q114,Off-Peak,13668.574,1343,10.17303
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q114,Peak,5660.107,636,8.898498
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q114,Off-Peak,5726.483,514,11.122138
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q114,Peak,2038.012,191,10.627114
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q12,Off-Peak,15529.823,1664,9.330326
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q12,Peak,5784.425,680,8.497468
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q12,Off-Peak,7344.2183,764,9.609325
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q12,Peak,2763.562,282,9.7778
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q13,Off-Peak,12599.106,1346,9.354051
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q13,Peak,5675.526,648,8.750403
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q13,Off-Peak,5507.289,574,9.582681
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q13,Peak,1871.541,200,9.336309
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q15,Off-Peak,4173.928,415,10.05001
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q15,Peak,2228.597,226,9.8582735
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q15,Off-Peak,1457.347,145,10.049302
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q15,Peak,574.723,57,9.939531
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q15A,Off-Peak,4208.073,414,10.140811
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q15A,Peak,2316.306,239,9.667981
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q15A,Off-Peak,1530.371,147,10.403119
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q15A,Peak,621.797,63,9.76994
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q16,Off-Peak,7544.4463,678,11.118519
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q16,Peak,4395.07,425,10.32441
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q16,Off-Peak,3079.864,262,11.741998
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q16,Peak,1130.869,97,11.643672
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q17,Off-Peak,25823.234,2826,9.134942
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q17,Peak,12675.291,1497,8.462559
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q17,Off-Peak,12169.153,1224,9.937115
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q17,Peak,4682.557,477,9.816167
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q18,Off-Peak,9437.172,1325,7.1215277
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q18,Peak,5211.792,776,6.7123604
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q18,Off-Peak,3771.417,494,7.6193705
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q18,Peak,1339.377,181,7.370576
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q19,Off-Peak,6087.73,611,9.954667
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q19,Peak,3265.9,343,9.505139
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q19,Off-Peak,1970.21,186,10.58279
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q19,Peak,1019.21,94,10.813103
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q2,Off-Peak,10647.077,1132,9.40031
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q2,Peak,4196.786,489,8.575092
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q2,Off-Peak,4409.223,429,10.270382
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q2,Peak,1503.327,154,9.708175
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q20A,Off-Peak,12691.056,1623,7.818146
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q20A,Peak,4186.946,618,6.769173
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q20A,Off-Peak,9552.012,1125,8.483999
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q20A,Peak,3349.057,410,8.156865
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q20B,Off-Peak,9463.108,1292,7.321146
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q20B,Peak,4310.02,622,6.924388
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q21,Off-Peak,3851.277,338,11.371639
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q21,Peak,1845.1631,175,10.498512
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q21,Off-Peak,2217.617,180,12.293705
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q21,Peak,799.827,67,11.828018
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q22,Off-Peak,21158.139,1899,11.140255
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q22,Peak,7288.668,713,10.219271
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q22,Off-Peak,8726.978,756,11.542248
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q22,Peak,2935.727,259,11.332265
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q23,Off-Peak,15866.006,2262,7.013995
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q23,Peak,8214.702,1313,6.2518516
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q23,Off-Peak,6797.743,966,7.033197
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q23,Peak,2688.474,399,6.7219367
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q24,Off-Peak,17683.748,2180,8.10827
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q24,Peak,6196.31,880,7.033693
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q24,Off-Peak,7647.636,853,8.955375
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q24,Peak,2529.975,312,8.08896
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q25,Off-Peak,22672.773,2792,8.119992
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q25,Peak,14037.884,1848,7.5956125
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q25,Off-Peak,8330.097,1051,7.924007
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q25,Peak,2667.865,348,7.644367
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q26,Off-Peak,1463.4349,144,10.112997
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q26,Peak,2342.908,244,9.567728
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q27,Off-Peak,47446.902,4915,9.653315
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q27,Peak,22047.547,2429,9.076483
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q27,Off-Peak,17780.127,1740,10.214559
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q27,Peak,6849.82,685,9.991686
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q28,Off-Peak,13588.654,1411,9.625562
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q28,Peak,6076.485,675,8.996021
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q28,Off-Peak,5391.52,530,10.156778
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q28,Peak,2058.321,202,10.179139
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q29,Off-Peak,6329.508,783,8.083136
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q29,Peak,3415.229,463,7.3718905
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q29,Off-Peak,2837.7861,350,8.0855255
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q29,Peak,1130.165,149,7.5645094
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q3,Off-Peak,20953.502,2002,10.465906
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q3,Peak,7653.841,801,9.55229
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q3,Off-Peak,9205.51,816,11.274914
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q3,Peak,2633.935,243,10.828742
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q30,Off-Peak,22579.451,2187,10.320641
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q30,Peak,8999.199,962,9.3473625
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q30,Off-Peak,5446.3843,465,11.6939535
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q30,Peak,2205.9011,192,11.4577875
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q31,Off-Peak,11457.804,1190,9.624274
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q31,Peak,6109.083,681,8.965458
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q31,Off-Peak,1955.055,201,9.687189
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q31,Peak,890.74506,94,9.440609
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q32,Off-Peak,18154.727,2532,7.168204
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q32,Peak,6390.805,1014,6.297111
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q32,Off-Peak,8074.763,1044,7.732682
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q32,Peak,2898.57,395,7.331336
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q33,Off-Peak,7198.488,1076,6.685126
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q33,Peak,2770.056,454,6.0948815
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q33,Off-Peak,2642.283,398,6.6316586
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q33,Peak,784.341,132,5.9004555
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q34,Off-Peak,10274.112,1356,7.572319
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q34,Peak,4239.98,570,7.43567
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q35,Off-Peak,16640.488,981,16.947645
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q35,Peak,7287.383,475,15.340163
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q35,Off-Peak,9792.606,546,17.90347
2021-02-01T00:00:00.000,Queens,2,LCL/LTD,Q35,Peak,3413.6409,199,17.129131
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q36,Off-Peak,16298.112,1604,10.154678
2021-02-01T00:00:00.000,Queens,1,LCL/LTD,Q36,Peak,7378.8867,753,9.791989
